Reaction,Subsystem
DHPRy,"Tetrahydrobiopetrin metabolism"
DINt,"Transport, Extracellular"
DINt3e,"Transport, Extracellular"
DLD,"Glycine, serine and threonine metabolism"
DM_adystroglycan,"Unknown"
DOLASNTer,"N-glycan synthesis"
DOLDPPer,"N-glycan synthesis"
DOLGLCP_ter,"Transport, Endoplasmic reticular"
DOLMANP_ter,"Transport, Endoplasmic reticular"
DOLPGT1er,"N-glycan synthesis"
DOLPGT2er,"N-glycan synthesis"
DOLPGT3er,"N-glycan synthesis"
DOLPMT,"N-glycan synthesis"
DOLPMT1er,"N-glycan synthesis"
DOLPMT2_er,"N-glycan synthesis"
DOLPMT3er,"N-glycan synthesis"
DOLPMT4_er,"N-glycan synthesis"
DOLPOMTr,"Unknown"
DOLP_ter,"Transport, Endoplasmic reticular"
DOPABMO,"Tyrosine metabolism"
DRPA,"Pentose phosphate pathway"
DURIK1,"Nucleotide salvage pathway"
DURIPP,"Nucleotide salvage pathway"
DUTCP,"Nucleotide salvage pathway"
D_LACt2,"Transport, Extracellular"
ECOAH1m,"Tryptophan metabolism"
ENO,"Glycolysis/Gluconeogenesis"
ESTRADIOLtr,"Transport, Endoplasmic reticular"
ESTRONESt5e,"Transport, Extracellular"
ESTRONEtr,"Transport, Endoplasmic reticular"
ETHP,"Glycerophospholipid metabolism"
EX_34dhoxpeg(e),"Exchange/Demand"
EX_3mlda(e),"Exchange/Demand"
EX_3mob(e),"Exchange/Demand"
EX_3mop(e),"Exchange/Demand"
EX_3ohglutac(e),"Exchange/Demand"
EX_4abut(e),"Exchange/Demand"
EX_4mptnl(e),"Exchange/Demand"
EX_Lhcystin(e),"Exchange/Demand"
EX_ac(e),"Exchange/Demand"
EX_akg(e),"Exchange/Demand"
EX_ascb_L(e),"Exchange/Demand"
EX_asp_L(e),"Exchange/Demand"
EX_bilglcur(e),"Exchange/Demand"
EX_citr_L(e),"Exchange/Demand"
EX_co(e),"Exchange/Demand"
EX_co2(e),"Exchange/Demand"
EX_crtn(e),"Exchange/Demand"
EX_crtsl(e),"Exchange/Demand"
EX_fol(e),"Exchange/Demand"
EX_for(e),"Exchange/Demand"
EX_fuc14galacglcgalgluside_hs(e),"Exchange/Demand"
EX_gal(e),"Exchange/Demand"
EX_glu_L(e),"Exchange/Demand"
EX_glyhisasn(e),"Exchange/Demand"
EX_gp1calpha_hs(e),"Exchange/Demand"
EX_h2o2(e),"Exchange/Demand"
EX_homoval(e),"Exchange/Demand"
EX_i(e),"Exchange/Demand"
EX_ileargile(e),"Exchange/Demand"
EX_ileglyarg(e),"Exchange/Demand"
EX_isomal(e),"Exchange/Demand"
EX_lac_D(e),"Exchange/Demand"
EX_lac_L(e),"Exchange/Demand"
EX_mal_L(e),"Exchange/Demand"
EX_meoh(e),"Exchange/Demand"
EX_n2m2nmasn(e),"Exchange/Demand"
EX_pyr(e),"Exchange/Demand"
EX_ser_L(e),"Exchange/Demand"
EX_so4(e),"Exchange/Demand"
EX_succ(e),"Exchange/Demand"
EX_taur(e),"Exchange/Demand"
EX_thf(e),"Exchange/Demand"
EX_triodthysuf(e),"Exchange/Demand"
EX_tsul(e),"Exchange/Demand"
EX_urate(e),"Exchange/Demand"
EX_urea(e),"Exchange/Demand"
EX_valval(e),"Exchange/Demand"
FA40ACPH,"Fatty acid synthesis"
FACOAL40im,"Fatty acid activation"
FACOAL80im,"Fatty acid activation"
FADFADH2tm,"Transport, Mitochondrial"
FAE180,"Fatty acid elongation"
FAE181,"Fatty acid elongation"
FAE200,"Fatty acid elongation"
FAE201,"Fatty acid elongation"
FAE220,"Fatty acid elongation"
FAE221,"Fatty acid elongation"
FAE224,"Fatty acid elongation"
FAE240,"Fatty acid elongation"
FAE241,"Fatty acid elongation"
FAE244,"Fatty acid elongation"
FAE260,"Fatty acid elongation"
FALDtn,"Transport, Nuclear"
FBA,"Glycolysis/Gluconeogenesis"
FBA3,"Unassigned"
FCLTm,"Heme synthesis"
FCYTOB5OXRr,"Unassigned"
FE2tm,"Transport, Mitochondrial"
FE3tm,"Transport, Mitochondrial"
FECR,"Heme synthesis"
FOLR2,"Folate metabolism"
FOLt2,"Transport, Extracellular"
FOLte,"Transport, Extracellular"
FOLtm,"Transport, Mitochondrial"
FORBHBte,"Transport, Extracellular"
FORBUTte,"Transport, Extracellular"
FRUt1r,"Transport, Extracellular"
FTHFDHm,"Folate metabolism"
FTMTm,"Unassigned"
FUC14GALACGLCGALGLUSIDEte,"Transport, Extracellular"
FUC14GALACGLCGALGLUSIDEtg,"Transport, Golgi Apparatus"
FUMSUCCtm,"Transport, Mitochondrial"
FUMm,"Citric acid cycle"
FUT31g,"Blood group synthesis"
G12MT1,"N-glycan synthesis"
G12MT2,"N-glycan synthesis"
G13MT,"N-glycan synthesis"
G14T2g,"Keraton sulfate synthesis"
G14T3g,"Keraton sulfate synthesis"
G14T4g,"Keraton sulfate synthesis"
G14T5g,"Keraton sulfate synthesis"
G16MT,"N-glycan synthesis"
G5SADr,"Arginine and proline metabolism"
G5SDym,"Urea cycle"
G6PPer,"Glycolysis/Gluconeogenesis"
G6Pt6er,"Transport, Endoplasmic reticular"
G6Pter,"Transport, Endoplasmic reticular"
GABAVESSEC,"Transport, Extracellular"
GACMTRc,"Urea cycle"
GALASE16ly,"Keraton sulfate degradation"
GALASE17ly,"Keraton sulfate degradation"
GALASE18ly,"Keraton sulfate degradation"
GALASE19ly,"Keraton sulfate degradation"
GALGT4,"Sphingolipid metabolism"
GALM2,"Galactose metabolism"
GALNTg,"O-glycan synthesis"
GALU,"Galactose metabolism"
GALt1r,"Transport, Extracellular"
GALt2_2,"Transport, Extracellular"
GALt4,"Transport, Extracellular"
GALt4_2,"Transport, Extracellular"
GALtly,"Transport, Lysosomal"
GAPD,"Glycolysis/Gluconeogenesis"
GCHOLAt,"Transport, Extracellular"
GCHOLAt2,"Transport, Extracellular"
GCHOLAt2e,"Transport, Extracellular"
GDPFUCtg,"Transport, Golgi Apparatus"
GDPtg,"Transport, Golgi Apparatus"
GF6PTA,"Aminosugar metabolism"
GFUCSx,"Aminosugar metabolism"
GHMT2rm,"Glycine, serine and threonine metabolism"
GLACter,"Transport, Endoplasmic reticular"
GLCMter,"Transport, Extracellular"
GLCNACPT,"N-glycan synthesis"
GLCNACT,"N-glycan synthesis"
GLCOASYNT,"Lysine metabolism"
GLCURter,"Transport, Endoplasmic reticular"
GLCURtly,"Transport, Lysosomal"
GLCter,"Transport, Endoplasmic reticular"
GLNt4,"Transport, Extracellular"
GLRASE,"Vitamin C metabolism"
GLU5Km,"Urea cycle"
GLU5SAtmc,"Transport, Mitochondrial"
GLUDym,"Glutamate metabolism"
GLUt2m,"Transport, Mitochondrial"
GLYAMDTRc,"Urea cycle"
GLYC3Ptm,"Transport, Mitochondrial"
GLYC3Ptmc,"Transport, Mitochondrial"
GLYHISASNr,"Peptide metabolism"
GLYHISASNt,"Transport, Extracellular"
GLYt4,"Transport, Extracellular"
GLYtm,"Transport, Mitochondrial"
GMAND,"Aminosugar metabolism"
GMPS,"Bile acid synthesis"
GMPtg,"Transport, Golgi Apparatus"
GP1CALPHAte,"Transport, Extracellular"
GP1CALPHAtg,"Transport, Golgi Apparatus"
GSNt,"Transport, Extracellular"
GSNt4,"Transport, Extracellular"
GTHO,"Glutathione metabolism"
GTHP,"Glutathione metabolism"
GTPGDPtm,"Transport, Mitochondrial"
GUAD,"Nucleotide salvage pathway"
GULLACter,"Transport, Endoplasmic reticular"
GULOer,"Vitamin C metabolism"
H2O2syn,"Tyrosine metabolism"
H2O2t,"Transport, Extracellular"
H2O2ter,"Transport, Endoplasmic reticular"
H2O2tp,"Transport, Peroxisomal"
H2Ot,"Transport, Extracellular"
H2Otg,"Transport, Golgi Apparatus"
H2Otly,"Transport, Lysosomal"
H2Otn,"Transport, Nuclear"
H2Stm,"Transport, Mitochondrial"
H3K4DMET_1,"Histone modifications"
H3K4MET_1,"Histone modifications"
HACD180,"Fatty acid elongation"
HACD181,"Fatty acid elongation"
HACD1m,"Tryptophan metabolism"
HACD200,"Fatty acid elongation"
HACD201,"Fatty acid elongation"
HACD220,"Fatty acid elongation"
HACD221,"Fatty acid elongation"
HACD224,"Fatty acid elongation"
HACD240,"Fatty acid elongation"
HACD241,"Fatty acid elongation"
HACD244,"Fatty acid elongation"
HACD260,"Fatty acid elongation"
HAS1,"Hyaluronan metabolism"
HAS2,"Hyaluronan metabolism"
HAtly,"Transport, Lysosomal"
HCO3Ee,"Urea cycle"
HCO3Em,"Urea cycle"
HCO3tm,"Transport, Mitochondrial"
HEX1,"Glycolysis/Gluconeogenesis"
HEX12,"Glycolysis/Gluconeogenesis"
HEX16,"Fructose and mannose metabolism"
HEXCCOAtr,"Transport, Endoplasmic reticular"
HISDC,"Histidine metabolism"
HISt1m,"Transport, Mitochondrial"
HISt4,"Transport, Extracellular"
HMBS,"Heme synthesis"
HMGDH,"Glutathione metabolism"
HMGS,"Glutathione metabolism"
HOMOVALte,"Transport, Extracellular"
HOXG,"Heme synthesis"
HSD11B1r,"Steroid metabolism"
HSD11B2r,"Steroid metabolism"
HSD17B1,"Steroid metabolism"
HSD17B8r,"Steroid metabolism"
HSD180,"Fatty acid elongation"
HSD181,"Fatty acid elongation"
HSD200,"Fatty acid elongation"
HSD201,"Fatty acid elongation"
HSD220,"Fatty acid elongation"
HSD221,"Fatty acid elongation"
HSD224,"Fatty acid elongation"
HSD240,"Fatty acid elongation"
HSD241,"Fatty acid elongation"
HSD244,"Fatty acid elongation"
HSD260,"Fatty acid elongation"
HSD3B13r,"Steroid metabolism"
HYAL,"Hyaluronan metabolism"
Htg,"Transport, Golgi Apparatus"
Htx,"Transport, Peroxisomal"
ICDHyrm,"Citric acid cycle"
IDHPOXOX2b,"Tyrosine metabolism"
IDHPOXOX3,"Tyrosine metabolism"
IDHPOXOXb,"Tyrosine metabolism"
ILEARGILEr,"Peptide metabolism"
ILEARGILEt,"Transport, Extracellular"
ILEGLYARGr,"Peptide metabolism"
ILEGLYARGt,"Transport, Extracellular"
ILETAm,"Valine, leucine and isoleucine metabolism"
ILEt4,"Transport, Extracellular"
ILEt5m,"Transport, Mitochondrial"
IMAGH,"Unassigned"
INSt,"Transport, Extracellular"
INSt4,"Transport, Extracellular"
ITCOALm,"Unassigned"
It,"Transport, Extracellular"
KCC2t,"Transport, Extracellular"
KSII_CORE2t,"Transport, Extracellular"
KSII_CORE2tly,"Transport, Lysosomal"
LALDD,"Pyruvate metabolism"
LARGEg,"Unknown"
LCYSTCBOXL,"Methionine and cysteine metabolism"
LDH_Lp,"Pyruvate metabolism"
LEUKTRC4t,"Transport, Extracellular"
LEUKTRD4t,"Transport, Extracellular"
LEUKTRE4t,"Transport, Extracellular"
LEUt4,"Transport, Extracellular"
LHCYSTIN,"Methionine and cysteine metabolism"
LHCYSTINt,"Transport, Extracellular"
LKTD4PEP,"Eicosanoid metabolism"
LSTO2r,"Cholesterol metabolism"
LTD4DP,"Eicosanoid metabolism"
LYSHIStm,"Transport, Mitochondrial"
LYSt4,"Transport, Extracellular"
LYStm,"Transport, Mitochondrial"
M1316Mg,"N-glycan synthesis"
M13N2Tg,"N-glycan synthesis"
M14NTg,"N-glycan synthesis"
M16NTg,"N-glycan synthesis"
M4MPDOL_ter,"N-glycan synthesis"
M8MASNterg,"N-glycan synthesis"
MACOXO,"Histidine metabolism"
MALCOAMT,"Carnitine metabolism"
MALCOAMTr,"Carnitine metabolism"
MALTSULtm,"Transport, Mitochondrial"
MAL_Lte,"Transport, Extracellular"
MAN1PT2,"Fructose and mannose metabolism"
MAN6PI,"Fructose and mannose metabolism"
MANtg,"Transport, Golgi Apparatus"
MDHm,"Citric acid cycle"
ME2m,"Pyruvate metabolism"
MEOHt2,"Transport, Extracellular"
METAT,"Methionine and cysteine metabolism"
METt4,"Transport, Extracellular"
MG1er,"N-glycan synthesis"
MG2er,"N-glycan synthesis"
MG3er,"N-glycan synthesis"
MHISOR,"Histidine metabolism"
MI14PP,"Inositol phosphate metabolism"
MI1PP,"Inositol phosphate metabolism"
MI4PP,"Inositol phosphate metabolism"
MM5ag,"N-glycan synthesis"
MM6bg,"N-glycan synthesis"
MM7Cag,"N-glycan synthesis"
MM8Ag,"N-glycan synthesis"
MTHFC,"Folate metabolism"
MTHFCm,"Folate metabolism"
MTHFD,"Folate metabolism"
MTHFDm,"Folate metabolism"
N2M2NMASNt,"Transport, Extracellular"
N3Tg,"O-glycan synthesis"
NACHEX23ly,"Keraton sulfate degradation"
NACHEX24ly,"Keraton sulfate degradation"
NACHEX25ly,"Keraton sulfate degradation"
NADH2_u10m,"Oxidative phosphorylation"
NADHtpu,"Transport, Peroxisomal"
NADtx,"Transport, Peroxisomal"
NAGA2ly,"Keraton sulfate degradation"
NAGLCAly,"Keraton sulfate degradation"
NAtm,"Transport, Peroxisomal"
NCKt,"Transport, Extracellular"
NDP6,"Nucleotide salvage pathway"
NDP7er,"Nucleotide salvage pathway"
NDP7g,"Nucleotide salvage pathway"
NDPK1,"Nucleotide interconversions"
NDPK2,"Nucleotide interconversions"
NH4tm,"Transport, Mitochondrial"
NH4tn,"Transport, Nuclear"
NH4tp,"Transport, Peroxisomal"
NH4tr,"Transport, Endoplasmic reticular"
NORANMT,"Tyrosine metabolism"
NOS2,"Arginine and proline metabolism"
NQO2,"Unassigned"
NRPPHRVESSEC,"Transport, Extracellular"
NRPPHRtu,"Transport, Extracellular"
NRVNCCOAtr,"Transport, Endoplasmic reticular"
NTD3,"Nucleotide salvage pathway"
NTD9,"Nucleotide salvage pathway"
NWHARGOR,"Arginine and proline metabolism"
O2tn,"Transport, Nuclear"
O2tp,"Transport, Peroxisomal"
OAADC,"Unassigned"
OAAtn,"Transport, Nuclear"
OCBTm,"Urea cycle"
OCDE9ECOAtr,"Transport, Endoplasmic reticular"
OCDEAFABP1tc,"Transport, Endoplasmic reticular"
OCTD11ECOAtr,"Transport, Endoplasmic reticular"
ORNDC,"Urea cycle"
ORNTArm,"Urea cycle"
OXAHCOtex,"Transport, Extracellular"
OXALSUCCCLm,"Citric acid cycle"
OXOADLR,"Lysine metabolism"
P45011A1m,"Steroid metabolism"
P45011B12m,"Steroid metabolism"
P45017A1r,"Steroid metabolism"
P45021A2r,"Steroid metabolism"
PAPStg,"Transport, Golgi Apparatus"
PAPtg,"Transport, Golgi Apparatus"
PA_HSter,"Transport, Endoplasmic reticular"
PA_HStg,"Transport, Golgi Apparatus"
PCFLOPm,"Transport, Mitochondrial"
PCHOLP_hs,"Glycerophospholipid metabolism"
PCHOLPg_hs,"Glycerophospholipid metabolism"
PCHOLPr_hs,"Glycerophospholipid metabolism"
PCHOL_HSter,"Transport, Endoplasmic reticular"
PCHOL_HStg,"Transport, Golgi Apparatus"
PCOREM3terg,"Unknown"
PCREATtmdiffir,"Transport, Mitochondrial"
PEMET1,"Sphingolipid metabolism"
PEMET2,"Sphingolipid metabolism"
PEPCK,"Glycolysis/Gluconeogenesis"
PETHCT,"Glycerophospholipid metabolism"
PETOHMm_hs,"Glycerophospholipid metabolism"
PE_HStm,"Transport, Mitochondrial"
PFK,"Glycolysis/Gluconeogenesis"
PFK_4,"Unassigned"
PGK,"Glycolysis/Gluconeogenesis"
PGM,"Glycolysis/Gluconeogenesis"
PGMT,"Glycolysis/Gluconeogenesis"
PHEMEtm,"Transport, Mitochondrial"
PHETA1,"Phenylalanine metabolism"
PHEt4,"Transport, Extracellular"
PI4PLC,"Inositol phosphate metabolism"
PIGTHRDLtm,"Transport, Mitochondrial"
PIPLC,"Inositol phosphate metabolism"
PIt2e,"Transport, Extracellular"
PIter,"Transport, Endoplasmic reticular"
PItg,"Transport, Golgi Apparatus"
PItn,"Transport, Nuclear"
PMANM,"Fructose and mannose metabolism"
PMTCOAFABP1tc,"Transport, Endoplasmic reticular"
POCDPRBTLT2g,"Unknown"
POCDPRBTLTg,"Unknown"
POGLCNACTg,"Unknown"
POMGNGALNTr,"Unknown"
POMGNTr,"Unknown"
POMKr,"Unknown"
POXYLTg,"Unknown"
PPA,"Oxidative phosphorylation"
PPABUTte,"Transport, Extracellular"
PPAer,"Unassigned"
PPAn,"Unassigned"
PPBNGS,"Heme synthesis"
PPItm,"Transport, Mitochondrial"
PPM2,"Pentose phosphate pathway"
PPPG9tm,"Transport, Mitochondrial"
PPPGOm,"Heme synthesis"
PRGNLONEtm,"Transport, Mitochondrial"
PRGNLONEtr,"Transport, Endoplasmic reticular"
PRO1x,"Arginine and proline metabolism"
PROD2,"Arginine and proline metabolism"
PROGLUtm,"Transport, Mitochondrial"
PROt4,"Transport, Extracellular"
PROtm,"Transport, Mitochondrial"
PRSDO,"Oxidative phosphorylation"
PSDm_hs,"Glycerophospholipid metabolism"
PSFLIPm,"Transport, Mitochondrial"
PSSA2_hs,"Glycerophospholipid metabolism"
PUNP1,"Nucleotide salvage pathway"
PUNP3,"Nucleotide salvage pathway"
PYK4,"Glycolysis/Gluconeogenesis"
PYK6,"Glycolysis/Gluconeogenesis"
PYRAKGte,"Transport, Extracellular"
PYRFORte,"Transport, Extracellular"
PYRLACte,"Transport, Extracellular"
PYRt2m,"Transport, Mitochondrial"
PYRtm,"Transport, Mitochondrial"
RAI2,"Vitamin A metabolism"
RBT5PCYTr,"Unknown"
RBT5PDH,"Unknown"
RDH2a,"Vitamin A metabolism"
RETI2,"Vitamin A metabolism"
RNAdeg,"Biomass"
RPE,"Pentose phosphate pathway"
RTOT4,"R group synthesis"
RTOT5,"R group synthesis"
S23T2g,"Keraton sulfate synthesis"
S6T1g,"Keraton sulfate synthesis"
S6T2g,"Keraton sulfate synthesis"
S6T3g,"Keraton sulfate synthesis"
S6TASE22ly,"Keraton sulfate degradation"
S6TASE23ly,"Keraton sulfate degradation"
S6TASE24ly,"Keraton sulfate degradation"
SACCD4m,"Lysine metabolism"
SADT,"Nucleotide salvage pathway"
SAMHISTA,"Histidine metabolism"
SBPP3er,"Sphingolipid metabolism"
SERALANaEx,"Transport, Extracellular"
SERCYSNaEx,"Transport, Extracellular"
SERTHRNaEx,"Transport, Extracellular"
SERTm,"Transport, Mitochondrial"
SERt4,"Transport, Extracellular"
SFGTH,"Tyrosine metabolism"
SIAASE3ly,"Keraton sulfate degradation"
SIAT9g,"Sphingolipid metabolism"
SK_Asn_X_Ser/Thr[r],"Sink"
SK_Ser/Thr[r],"Unknown"
SO4HCOtex,"Transport, Extracellular"
SO4OXAtex2,"Transport, Extracellular"
SO4t4_3,"Transport, Extracellular"
SO4tl,"Transport, Lysosomal"
SPHINGStr,"Transport, Endoplasmic reticular"
SPHK21c,"Sphingolipid metabolism"
SPHS1Ptr,"Transport, Endoplasmic reticular"
SQOR2m,"Oxidative phosphorylation"
SQORm,"Oxidative phosphorylation"
ST6GALNAC27,"Sphingolipid metabolism"
ST8SIA12,"Sphingolipid metabolism"
ST8SIA51g,"Sphingolipid metabolism"
ST8SIA55g,"Sphingolipid metabolism"
SUCCACONtm,"Transport, Mitochondrial"
SUCOAS1m,"Citric acid cycle"
Ser/Thrtg,"Transport, Golgi Apparatus"
TAURCHAe,"Transport, Extracellular"
TCHOLAt,"Transport, Extracellular"
TCHOLAt2,"Transport, Extracellular"
TD2GLTRCOAm,"Lysine metabolism"
TECR180,"Fatty acid elongation"
TECR181,"Fatty acid elongation"
TECR200,"Fatty acid elongation"
TECR201,"Fatty acid elongation"
TECR220,"Fatty acid elongation"
TECR221,"Fatty acid elongation"
TECR224,"Fatty acid elongation"
TECR240,"Fatty acid elongation"
TECR241,"Fatty acid elongation"
TECR244,"Fatty acid elongation"
TECR260,"Fatty acid elongation"
THBPT4ACAMDASE,"Tetrahydrobiopetrin metabolism"
THFt2,"Transport, Extracellular"
THMDt4,"Transport, Extracellular"
THRA,"Glycine, serine and threonine metabolism"
THRALANaEx,"Transport, Extracellular"
THRCYSNaEx,"Transport, Extracellular"
THYMDt1,"Transport, Extracellular"
THYOXt,"Transport, Extracellular"
