Reaction,Subsystem
GUACYC,"Nucleotide salvage pathway"
H2Otp,"Transport, Peroxisomal"
H3K4DMET_2,"Histone modifications"
H3K4DMET_3,"Histone modifications"
H3K4MET_2,"Histone modifications"
H3K4MET_3,"Histone modifications"
HCO3_CLt,"Transport, Extracellular"
HISCITRtm,"Transport, Mitochondrial"
HISTAVESSEC,"Transport, Extracellular"
HIStm,"Transport, Mitochondrial"
HMGCOASim,"Cholesterol metabolism"
HMGCOAtm,"Transport, Mitochondrial"
HSD3B11,"Steroid metabolism"
HSD3B11r,"Steroid metabolism"
HYALe,"Hyaluronan metabolism"
ICDHxrm,"Citric acid cycle"
ITCOAL1m,"Unassigned"
KCCt,"Transport, Extracellular"
KYNAKGAT,"Tryptophan metabolism"
KYNATESYN,"Tryptophan metabolism"
KYNATEtr,"Transport, Extracellular"
L2AADPL2AADP6SAtm,"Transport, Mitochondrial"
LACZe,"Galactose metabolism"
LCTStg,"Transport, Extracellular"
LPASE,"Glycerophospholipid metabolism"
LRAT2,"Vitamin A metabolism"
L_LACt4r_2,"Transport, Extracellular"
MALACONtm,"Transport, Mitochondrial"
MANt4,"Transport, Extracellular"
MDRPD,"Arginine and proline metabolism"
ME1m,"Pyruvate metabolism"
MTAP,"Arginine and proline metabolism"
MTRI,"Arginine and proline metabolism"
NCNt,"Transport, Extracellular"
NDPK3,"Nucleotide interconversions"
NDPK6,"Nucleotide interconversions"
NDPK8,"Nucleotide interconversions"
NDPK9,"Nucleotide interconversions"
NODe,"Transport, Extracellular"
NOS1,"Arginine and proline metabolism"
NRPPHRt4_2_r,"Transport, Extracellular"
NTD10,"Nucleotide salvage pathway"
NTD2,"Nucleotide salvage pathway"
NTD6,"Nucleotide salvage pathway"
NTD7,"Nucleotide salvage pathway"
NTD7e,"Nucleotide salvage pathway"
O2St,"Transport, Extracellular"
ORNt4m,"Transport, Mitochondrial"
P45011B11m,"Steroid metabolism"
P45021A1r,"Steroid metabolism"
PCHOLHSTDe,"Transport, Extracellular"
PCHOLPm_hs,"Glycerophospholipid metabolism"
PDE4,"Nucleotide salvage pathway"
PEFLIPm,"Transport, Mitochondrial"
PFK_3,"Unassigned"
PGAM1_PhosHydro,"Unassigned"
PGL,"Pentose phosphate pathway"
PIATPLtm,"Transport, Mitochondrial"
PIt2m_2,"Transport, Mitochondrial"
PPABHBte,"Transport, Extracellular"
PPAPA,"Glycerophospholipid metabolism"
PPARETNte,"Transport, Extracellular"
PPDOy,"Pyruvate metabolism"
PPM,"Pentose phosphate pathway"
PPROTPH,"Protein degradation"
PRDX,"Unassigned"
PRGSTRNt,"Transport, Extracellular"
PROAKGOX1m,"Arginine and proline metabolism"
PROSTGE2t,"Transport, Extracellular"
PTYRK,"Protein degradation"
PTYRPPH,"Protein degradation"
PUNP2,"Nucleotide salvage pathway"
PUNP7,"Nucleotide salvage pathway"
PYK,"Glycolysis/Gluconeogenesis"
PYRRETNte,"Transport, Extracellular"
RADH2,"Vitamin A metabolism"
RBFK,"Vitamin B2 metabolism"
RDH1,"Vitamin A metabolism"
RDH1a,"Vitamin A metabolism"
RDH3,"Vitamin A metabolism"
RETH1,"Vitamin A metabolism"
RIBFLVt6,"Transport, Extracellular"
RNMK,"NAD metabolism"
RTOT3,"R group synthesis"
R_group_phosphotase_1,"Unassigned"
SERGLYGLUr,"Peptide metabolism"
SERGLYGLUt,"Transport, Extracellular"
SO4CLtex,"Transport, Extracellular"
SO4CLtex2,"Transport, Extracellular"
SSALym,"Glutamate metabolism"
STPK,"Miscellaneous"
SUCOASm,"Citric acid cycle"
THRt4,"Transport, Extracellular"
TRPO2,"Tryptophan metabolism"
UGALGTg,"Galactose metabolism"
UGT1A2r,"Steroid metabolism"
XAND,"Nucleotide salvage pathway"
