Reaction,log_fc,p_value,adj_p_val,Fluxes
34DHXMANDACOXy,0.144021789,0.092576141,1,Unchanged
34HPLFM,-2.500615347,0.005507389,0.198651148,Unchanged
34HPPOR,0,1,1,Unchanged
34HPPte,-5.666322602,0.01531197,0.405021228,Unchanged
35CGMPtn,0,1,1,Unchanged
3AIB_Dtm,0,1,1,Unchanged
3AIBt,0,1,1,Unchanged
3AIBt1m,0,1,1,Unchanged
3AIBTm,0,1,1,Unchanged
3DPHBH1,-0.000369592,0.039040716,0.716626386,Unchanged
3DPHBH2,-0.513046491,0.451286793,1,Unchanged
3DSPHR,0.411838122,0.717981667,1,Unchanged
3H3MGLTc,0,1,1,Unchanged
3H3MGLTte,0,1,1,Unchanged
3HAD100,0.166171115,0.489340116,1,Unchanged
3HAD100m,1.60456388,1,1,Unchanged
3HAD100p,0,1,1,Unchanged
3HAD120,0.166171115,0.489340116,1,Unchanged
3HAD120m,0,1,1,Unchanged
3HAD120p,0,1,1,Unchanged
3HAD121n5m,0,1,1,Unchanged
3HAD122n6m,0,1,1,Unchanged
3HAD122n6p,0,1,1,Unchanged
3HAD140,0.166171115,0.489340116,1,Unchanged
3HAD140m,1.60456388,1,1,Unchanged
3HAD140p,0,1,1,Unchanged
3HAD141n5m,0,1,1,Unchanged
3HAD141n5p,0,1,1,Unchanged
3HAD141n7m,0,1,1,Unchanged
3HAD142n6m,0,1,1,Unchanged
3HAD142n6p,0,1,1,Unchanged
3HAD160,0.305266692,0.828446407,1,Unchanged
3HAD160m,0,1,1,Unchanged
3HAD160p,0,1,1,Unchanged
3HAD161n7m,0,1,1,Unchanged
3HAD161n7p,0,1,1,Unchanged
3HAD161n9m,0,1,1,Unchanged
3HAD162n6m,0,1,1,Unchanged
3HAD162n6p,0,1,1,Unchanged
3HAD180,0,1,1,Unchanged
3HAD180m,0,1,1,Unchanged
3HAD180p,0,1,1,Unchanged
3HAD181m,0,1,1,Unchanged
3HAD181n9m,0,1,1,Unchanged
3HAD181n9p,0,1,1,Unchanged
3HAD183n6m,0,1,1,Unchanged
3HAD183n6p,0,1,1,Unchanged
3HAD200m,0,1,1,Unchanged
3HAD200p,0,1,1,Unchanged
3HAD201n9p,0,1,1,Unchanged
3HAD203n6p,-0.000950359,0.796430303,1,Unchanged
3HAD204n6m,0,1,1,Unchanged
3HAD204n6p,0,1,1,Unchanged
3HAD220p,0,1,1,Unchanged
3HAD221n9p,0,1,1,Unchanged
3HAD224n6m,0,1,1,Unchanged
3HAD224n6p,0.002740269,0.635026324,1,Unchanged
3HAD240p,0,1,1,Unchanged
3HAD241n9p,3.707806569,0.031034773,0.633703173,Unchanged
3HAD244n6m,0,1,1,Unchanged
3HAD244n6p,0,1,1,Unchanged
3HAD245n6m,0,1,1,Unchanged
3HAD245n6p,0,1,1,Unchanged
3HAD260p,0,1,1,Unchanged
3HAD40,0.119259718,0.613123029,1,Unchanged
3HAD60,0.166171115,0.489340116,1,Unchanged
3HAD60m,1.60456388,1,1,Unchanged
3HAD60p,0,1,1,Unchanged
3HAD80,0.166171115,0.489340116,1,Unchanged
3HAD80m,1.60456388,1,1,Unchanged
3HAD80p,0,1,1,Unchanged
3HAO,0,1,1,Unchanged
3HBCOAHLm,0,1,1,Unchanged
3HCO3_NAt,0,1,1,Unchanged
3HDH100m,1.60456388,1,1,Unchanged
3HDH100p,0,1,1,Unchanged
3HDH120m,0,1,1,Unchanged
3HDH120p,0,1,1,Unchanged
3HDH121n5m,0,1,1,Unchanged
3HDH121n6m,0,1,1,Unchanged
3HDH121n6p,0,1,1,Unchanged
3HDH140m,1.60456388,1,1,Unchanged
3HDH140p,0,1,1,Unchanged
3HDH141n5m,0,1,1,Unchanged
3HDH141n5p,0,1,1,Unchanged
3HDH141n7m,0,1,1,Unchanged
3HDH142n6m,0,1,1,Unchanged
3HDH142n6p,0,1,1,Unchanged
3HDH160m,0,1,1,Unchanged
3HDH160p,0,1,1,Unchanged
3HDH161n7m,0,1,1,Unchanged
3HDH161n7p,0,1,1,Unchanged
3HDH161n9m,0,1,1,Unchanged
3HDH162n6m,0,1,1,Unchanged
3HDH162n6p,0,1,1,Unchanged
3HDH180m,0,1,1,Unchanged
3HDH180p,0,1,1,Unchanged
3HDH181m,0,1,1,Unchanged
3HDH181n9m,0,1,1,Unchanged
3HDH181n9p,0,1,1,Unchanged
3HDH183n6m,0,1,1,Unchanged
3HDH183n6p,0,1,1,Unchanged
3HDH200m,0,1,1,Unchanged
3HDH200p,0,1,1,Unchanged
3HDH201n9p,0,1,1,Unchanged
3HDH203n6p,-0.000950359,0.796430303,1,Unchanged
3HDH204n6m,0,1,1,Unchanged
3HDH204n6p,0,1,1,Unchanged
3HDH220p,0,1,1,Unchanged
3HDH221n9p,0,1,1,Unchanged
3HDH224n6m,0,1,1,Unchanged
3HDH224n6p,0.00247878,0.235361541,1,Unchanged
3HDH240p,0,1,1,Unchanged
3HDH241n9p,3.921738725,0.137304149,1,Unchanged
3HDH244n6m,0,1,1,Unchanged
3HDH244n6p,0,1,1,Unchanged
3HDH245n6m,0,1,1,Unchanged
3HDH245n6p,0,1,1,Unchanged
3HDH260p,0,1,1,Unchanged
3HDH60m,1.60456388,1,1,Unchanged
3HDH60p,0,1,1,Unchanged
3HDH80m,1.60456388,1,1,Unchanged
3HDH80p,0,1,1,Unchanged
3HGLUTCOAm,6.71E-05,0.812399153,1,Unchanged
3HIVAcm,0,1,1,Unchanged
3HIVActe,0,1,1,Unchanged
3HIVActm,0,1,1,Unchanged
3HKYNAKGAT,0,1,1,Unchanged
3HLYTCL,0.17176282,0.876993331,1,Unchanged
3HPCOAHYDm,-0.002964187,0.605896755,1,Unchanged
3HPPDm,-0.002964187,0.605896755,1,Unchanged
3M2OPLOXRD,-2.481013973,0.001648252,0.098856767,Unchanged
3M4HDXPAC,-0.02027188,0.5564176,1,Unchanged
3M4HPGORx,0,1,1,Unchanged
3M4HPGORy,0,1,1,Unchanged
3M4HPORx,0.66586097,0.852650091,1,Unchanged
3M4HPORy,0.66586097,0.852650091,1,Unchanged
3MCPST,0,1,1,Unchanged
3MGLUTACc,0,1,1,Unchanged
3MGLUTACte,0,1,1,Unchanged
3MGLUTACtm,0,1,1,Unchanged
3MGLUTRc,0,1,1,Unchanged
3MGLUTRte,0,1,1,Unchanged
3MHISc,-0.001232239,0.605896755,1,Unchanged
3MHISt1,0.579964909,0.687365602,1,Unchanged
3MHISt2,1.0218905,0.657253813,1,Unchanged
3MHISt3,0.33828164,0.844565583,1,Unchanged
3MLDAt,-0.131373233,0.409086084,1,Unchanged
3MOBte,0,1,1,Unchanged
3MOPt2im,-0.255252607,0.57738087,1,Unchanged
3MOPte,0,1,1,Unchanged
3MOX4HOXMte,0.021303145,0.502398167,1,Unchanged
3MOX4HOXPGALDOX,-0.429036078,0.463781746,1,Unchanged
3MOX4HOXPGALDOXy,0.321793262,0.457510322,1,Unchanged
3MOXTYROX,-0.02027188,0.5564176,1,Unchanged
3MTPte,-0.004459886,0.302128926,1,Unchanged
3OAR100,0.166171115,0.489340116,1,Unchanged
3OAR120,0.166171115,0.489340116,1,Unchanged
3OAR140,0.166171115,0.489340116,1,Unchanged
3OAR160,0.305266692,0.828446407,1,Unchanged
3OAR180,0,1,1,Unchanged
3OAR40,0.119259718,0.613123029,1,Unchanged
3OAR60,0.166171115,0.489340116,1,Unchanged
3OAR80,0.166171115,0.489340116,1,Unchanged
3OAS100,0.166171115,0.489340116,1,Unchanged
3OAS120,0.166171115,0.489340116,1,Unchanged
3OAS140,0.166171115,0.489340116,1,Unchanged
3OAS160,0.305266692,0.828446407,1,Unchanged
3OAS180,0,1,1,Unchanged
3OAS60,0.166171115,0.489340116,1,Unchanged
3OAS80,0.166171115,0.489340116,1,Unchanged
3OHGLUTACm,6.71E-05,0.812399153,1,Unchanged
3OHGLUTACte,-5.771312573,0.605896755,1,Unchanged
3OHGLUTACtm,6.71E-05,0.812399153,1,Unchanged
3PGtm,0,1,1,Unchanged
3SALAASPm,0.005576346,0.605896755,1,Unchanged
3SALACBOXL,-2.010430368,0.56336398,1,Unchanged
3SALAOX,0.00145374,0.812399153,1,Unchanged
3SALATAi,0,1,1,Unchanged
3SALATAim,-0.005554875,0.605896755,1,Unchanged
3SPYRSP,0,1,1,Unchanged
3SPYRSPm,-0.005554875,0.605896755,1,Unchanged
41R1H2MAE12BOOX,0.00013846,0.812399153,1,Unchanged
41R2A1H12BOOX,-0.181923264,0.598708851,1,Unchanged
42A12BOOX,-0.431761722,0.901453482,1,Unchanged
4ABUTNDH,0,1,1,Unchanged
4ABUTtm,-0.016780838,0.635026324,1,Unchanged
4HBZCOAFm,-2.500615347,0.005507389,0.198651148,Unchanged
4HBZFm,-2.500615347,0.005507389,0.198651148,Unchanged
4HGLSDm,0,1,1,Unchanged
4HOXPACDOX,1.08853721,0.036196438,0.678913551,Unchanged
4HOXPACDOXy,0.811342781,0.060378524,0.952392739,Unchanged
4HPRO_LTte,-0.060076895,0.157457679,1,Unchanged
4HPROLTASCT1,1.156976495,0.278598672,1,Unchanged
4MOPt2im,9.957566894,0.796430303,1,Unchanged
4MOPte,0,1,1,Unchanged
4MPTNLte,-0.306053497,0.302128926,1,Unchanged
4MPTNLtm,-0.306053497,0.302128926,1,Unchanged
4OHBUTm,1.868981915,0.502398167,1,Unchanged
4OHBUTtce,1.868981915,0.502398167,1,Unchanged
4OHBUTtmc,1.868981915,0.502398167,1,Unchanged
4OHPROIMINOtc,0.004259048,0.812399153,1,Unchanged
4PYRDX,0,1,1,Unchanged
56DTHMtm,0,1,1,Unchanged
5AOPtm,0.050102117,0.292562729,1,Unchanged
5DHFtl,0,1,1,Unchanged
5HLTDL,0,1,1,Unchanged
5HOXINDACTO2OX,0,1,1,Unchanged
5HOXINDACTOX,0,1,1,Unchanged
5HTRPDOX,1.60860158,0.353049315,1,Unchanged
5HTRPVESSEC,0.444861974,0.672243983,1,Unchanged
5MTAte,0,1,1,Unchanged
5MTHFSHCMT,0,1,1,Unchanged
5MTHFt,1.817548082,0.812399153,1,Unchanged
5MTHFt2,2.991228153,0.627688399,1,Unchanged
5OXPROt,0,1,1,Unchanged
5THFtl,0,1,1,Unchanged
5THFtm,0,1,1,Unchanged
6DHFtl,0,1,1,Unchanged
6DHFtm,0,1,1,Unchanged
6THFtl,0,1,1,Unchanged
6THFtm,0,1,1,Unchanged
7DHCHSTEROLtr,3.25701404,0.515638218,1,Unchanged
7DHFtl,0,1,1,Unchanged
7DHFtm,0,1,1,Unchanged
7OHOCTAc,0,1,1,Unchanged
7OHOCTAte,0,1,1,Unchanged
7THFtl,0,1,1,Unchanged
7THFtm,0,1,1,Unchanged
A_MANASEly,0.000166273,0.057609604,0.928594806,Unchanged
A4GALTg,3.44E-05,0.812399153,1,Unchanged
A4GNT1g,0,1,1,Unchanged
A4GNT2g,0,1,1,Unchanged
AABHH,0,1,1,Unchanged
AACOAT,0.00070734,0.635026324,1,Unchanged
AACOAT_1,4.151632582,1,1,Unchanged
AACTOOR,-0.969227008,0.252049543,1,Unchanged
AACTtm,-0.969227008,0.252049543,1,Unchanged
AAGGS,0,1,1,Unchanged
AAGS,0,1,1,Unchanged
AAPSAS,0,1,1,Unchanged
AASAD3,0,1,1,Unchanged
AASAD3m,6.71E-05,0.812399153,1,Unchanged
AATA,-0.000838517,1,1,Unchanged
AATAi,0.000905126,0.812399153,1,Unchanged
ABO1g,0.316587734,0.991766945,1,Unchanged
ABO2g,-0.701822889,0.717981667,1,Unchanged
ABO3g,0,1,1,Unchanged
ABO4g,0,1,1,Unchanged
ABO5g,0,1,1,Unchanged
ABO6g,0,1,1,Unchanged
ABO7g,0,1,1,Unchanged
ABO8g,0,1,1,Unchanged
ABO9g,-1.316297986,0.975304341,1,Unchanged
ABTArm,-0.016780838,0.635026324,1,Unchanged
ABTD,0,1,1,Unchanged
ABTti,0,1,1,Unchanged
ABUTD,0,1,1,Unchanged
ABUTt2r,0.003999841,0.788477279,1,Unchanged
ABUTt4_2_r,0.002556228,0.584450368,1,Unchanged
ACACACte,-1.708327623,1,1,Unchanged
ACACFORte,-7.887010443,0.243605156,1,Unchanged
ACACPPAte,0,1,1,Unchanged
ACACPYRte,-2.437647266,0.051146231,0.862131571,Unchanged
ACACPYRtm,-1.415154125,0.489340116,1,Unchanged
ACACRETNte,0,1,1,Unchanged
ACACT100m,1.60456388,1,1,Unchanged
ACACT100p,0,1,1,Unchanged
ACACT10m,0.000332874,0.812399153,1,Unchanged
ACACT120m,0,1,1,Unchanged
ACACT120p,0,1,1,Unchanged
ACACT121n5m,0,1,1,Unchanged
ACACT121n6m,0,1,1,Unchanged
ACACT121n6p,0,1,1,Unchanged
ACACT140m,1.60456388,1,1,Unchanged
ACACT140p,0,1,1,Unchanged
ACACT141n5m,0,1,1,Unchanged
ACACT141n5p,0,1,1,Unchanged
ACACT141n7m,0,1,1,Unchanged
ACACT142n6m,0,1,1,Unchanged
ACACT142n6p,0,1,1,Unchanged
ACACT160m,0,1,1,Unchanged
ACACT160p,0,1,1,Unchanged
ACACT161n7m,0,1,1,Unchanged
ACACT161n7p,0,1,1,Unchanged
ACACT161n9m,0,1,1,Unchanged
ACACT162n6m,0,1,1,Unchanged
ACACT162n6p,0,1,1,Unchanged
ACACT180m,0,1,1,Unchanged
ACACT180p,0,1,1,Unchanged
ACACT181m,0,1,1,Unchanged
ACACT181n9m,0,1,1,Unchanged
ACACT181n9p,0,1,1,Unchanged
ACACT183n6m,0,1,1,Unchanged
ACACT183n6p,0,1,1,Unchanged
ACACT1r,0.001301215,0.154448596,1,Unchanged
ACACT1x,0,1,1,Unchanged
ACACt2,-7.637608909,0.36932711,1,Unchanged
ACACT200m,0,1,1,Unchanged
ACACT200p,0,1,1,Unchanged
ACACT201n9p,0,1,1,Unchanged
ACACT203n6p,-0.000950359,0.796430303,1,Unchanged
ACACT204n6m,0,1,1,Unchanged
ACACT204n6p,0,1,1,Unchanged
ACACT220p,0,1,1,Unchanged
ACACT221n9p,0,1,1,Unchanged
ACACT224n6m,0,1,1,Unchanged
ACACT224n6p,5.126619886,0.007527358,0.238197007,Unchanged
ACACT240p,0,1,1,Unchanged
ACACT241n9p,0,1,1,Unchanged
ACACT244n6m,0,1,1,Unchanged
ACACT244n6p,0,1,1,Unchanged
ACACT245n6m,0,1,1,Unchanged
ACACT245n6p,0,1,1,Unchanged
ACACT260p,0,1,1,Unchanged
ACACt2m,-0.019736903,0.19710329,1,Unchanged
ACACT60m,1.60456388,1,1,Unchanged
ACACT60p,0,1,1,Unchanged
ACACT80m,1.60456388,1,1,Unchanged
ACACT80p,0,1,1,Unchanged
ACACtx,-0.003226202,0.635026324,1,Unchanged
ACALDt,-1.1088734,0.975304341,1,Unchanged
ACALDtm,0,1,1,Unchanged
ACBHBte,0,1,1,Unchanged
ACBUTte,0,1,1,Unchanged
ACCOAC,0.119448568,0.380433992,1,Unchanged
ACCOACm,0,1,1,Unchanged
ACCOAgt,0,1,1,Unchanged
ACCOAL2,0.144480568,0.950632334,1,Unchanged
ACCOAtr,0,1,1,Unchanged
ACETONEt2,0,1,1,Unchanged
ACETONEt2m,-0.000147338,0.812399153,1,Unchanged
ACFORte,0,1,1,Unchanged
ACGAGBSIDEtg,0,1,1,Unchanged
ACGAGBSIDEtl,0,1,1,Unchanged
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte,0,1,1,Unchanged
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg,0,1,1,Unchanged
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte,0,1,1,Unchanged
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,0,1,1,Unchanged
ACGAM2E,0.001443145,0.004399695,0.190702761,Unchanged
ACGAM6PSi,0.370072631,0.190031477,1,Unchanged
ACGAMK,0.006209916,0.476467048,1,Unchanged
ACGAMPM,0.734885806,0.088642965,1,Unchanged
ACGAMtl,0,1,1,Unchanged
ACGAMtly,0.007646865,0.000370881,0.035425975,Unchanged
ACGAMtr,0,1,1,Unchanged
ACGLUte,0,1,1,Unchanged
ACGLUtm,0,1,1,Unchanged
ACGLYtc,-4.69E-06,0.796430303,1,Unchanged
ACGLYte,-4.69E-06,0.796430303,1,Unchanged
ACGSm,0,1,1,Unchanged
ACHe,0.005391634,0.635026324,1,Unchanged
ACHEe,0,1,1,Unchanged
ACHtn,0.001674072,0.812399153,1,Unchanged
ACHVESSEC,0.002128163,0.476467048,1,Unchanged
ACILEm,0,1,1,Unchanged
ACILEte,0,1,1,Unchanged
ACILEtm,0,1,1,Unchanged
ACITL,1.872992525,0.219471106,1,Unchanged
ACLACte,0,1,1,Unchanged
ACLEUm,0,1,1,Unchanged
ACLEUte,0,1,1,Unchanged
ACLEUtm,0,1,1,Unchanged
ACLYSHYc,0.005624016,0.19710329,1,Unchanged
ACLYSt,-0.005602177,0.19710329,1,Unchanged
ACLYStm,0,1,1,Unchanged
ACMANAtr,0,1,1,Unchanged
ACMAT1,0.119259718,0.613123029,1,Unchanged
ACN13ACNGALGBSIDEte,0,1,1,Unchanged
ACN13ACNGALGBSIDEtg,0,1,1,Unchanged
ACN23ACNGALGBSIDEte,0,1,1,Unchanged
ACN23ACNGALGBSIDEtg,0,1,1,Unchanged
ACNACNGAL14ACGLCGALGLUSIDEte,0,1,1,Unchanged
ACNACNGAL14ACGLCGALGLUSIDEtg,0,1,1,Unchanged
ACNACNGALGBSIDEte,0,1,1,Unchanged
ACNACNGALGBSIDEtg,0,1,1,Unchanged
ACNAM9PL,1.424586292,0.086727496,1,Unchanged
ACNAM9PL2,0.001959768,0.812399153,1,Unchanged
ACNAMlt,-0.000239496,0.235361541,1,Unchanged
ACNAMPH,1.424586292,0.086727496,1,Unchanged
ACNAMtn,0,1,1,Unchanged
ACNGALACGLCGAL14ACGLCGALGLUSIDEte,0,1,1,Unchanged
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg,0,1,1,Unchanged
ACNMLr,2.51442232,0.374855125,1,Unchanged
ACOA40ORm,-1.697104451,0.780546241,1,Unchanged
ACOA40ORp,0,1,1,Unchanged
ACOAD100m,1.60456388,1,1,Unchanged
ACOAD100p,0,1,1,Unchanged
ACOAD101n6m,0,1,1,Unchanged
ACOAD101n6p,0,1,1,Unchanged
ACOAD10m,-2.765811574,0.003273083,0.153477852,Unchanged
ACOAD120m,0,1,1,Unchanged
ACOAD120p,0,1,1,Unchanged
ACOAD121n5m,0,1,1,Unchanged
ACOAD140m,1.60456388,1,1,Unchanged
ACOAD140p,0,1,1,Unchanged
ACOAD141n5m,0,1,1,Unchanged
ACOAD141n5p,0,1,1,Unchanged
ACOAD141n7m,0,1,1,Unchanged
ACOAD142n6m,0,1,1,Unchanged
ACOAD142n6p,0,1,1,Unchanged
ACOAD160m,0,1,1,Unchanged
ACOAD160p,0,1,1,Unchanged
ACOAD161n7m,0,1,1,Unchanged
ACOAD161n7p,0,1,1,Unchanged
ACOAD161n9m,0,1,1,Unchanged
ACOAD163n6m,0,1,1,Unchanged
ACOAD163n6p,0,1,1,Unchanged
ACOAD180m,0,1,1,Unchanged
ACOAD180p,0,1,1,Unchanged
ACOAD181m,0,1,1,Unchanged
ACOAD181n9m,0,1,1,Unchanged
ACOAD181n9p,0,1,1,Unchanged
ACOAD1fm,1.049425699,0.796430303,1,Unchanged
ACOAD200m,0,1,1,Unchanged
ACOAD200p,0,1,1,Unchanged
ACOAD201n9p,0,1,1,Unchanged
ACOAD203n6p,-0.000950359,0.796430303,1,Unchanged
ACOAD204n6m,0,1,1,Unchanged
ACOAD204n6p,0,1,1,Unchanged
ACOAD220p,0,1,1,Unchanged
ACOAD221n9p,0,1,1,Unchanged
ACOAD224n6m,0,1,1,Unchanged
ACOAD224n6p,0,1,1,Unchanged
ACOAD225n3m,0,1,1,Unchanged
ACOAD225n3p,0.002740269,0.635026324,1,Unchanged
ACOAD240p,0,1,1,Unchanged
ACOAD241n9p,3.707806569,0.031034773,0.633703173,Unchanged
ACOAD244n6m,0,1,1,Unchanged
ACOAD244n6p,0,1,1,Unchanged
ACOAD245n6m,0,1,1,Unchanged
ACOAD245n6p,0,1,1,Unchanged
ACOAD260p,0,1,1,Unchanged
ACOAD60m,1.60456388,1,1,Unchanged
ACOAD60p,0,1,1,Unchanged
ACOAD80m,1.60456388,1,1,Unchanged
ACOAD80p,0,1,1,Unchanged
ACOAD8m,-1.162928376,0.017142368,0.441407884,Unchanged
ACOAD9m,0,1,1,Unchanged
ACOAHi,0,1,1,Unchanged
ACOAHim,8.394569501,1,1,Unchanged
ACOAS,0.144480568,0.950632334,1,Unchanged
ACOATA,0.119259718,0.613123029,1,Unchanged
ACOATE100,0,1,1,Unchanged
ACOATE100m,1.60456388,1,1,Unchanged
ACOATE100p,0,1,1,Unchanged
ACOATE120,0,1,1,Unchanged
ACOATE120m,0,1,1,Unchanged
ACOATE120p,0,1,1,Unchanged
ACOATE140,0,1,1,Unchanged
ACOATE140m,0,1,1,Unchanged
ACOATE140p,0,1,1,Unchanged
ACOATE160,0,1,1,Unchanged
ACOATE160m,0,1,1,Unchanged
ACOATE160p,0,1,1,Unchanged
ACOATE161,0,1,1,Unchanged
ACOATE161m,0,1,1,Unchanged
ACOATE161p,0,1,1,Unchanged
ACOATE180,0,1,1,Unchanged
ACOATE180m,0,1,1,Unchanged
ACOATE180p,0,1,1,Unchanged
ACOATE181,0,1,1,Unchanged
ACOATE1812,0,1,1,Unchanged
ACOATE18121p,0,1,1,Unchanged
ACOATE18122p,0,1,1,Unchanged
ACOATE1812m,0,1,1,Unchanged
ACOATE1813,0,1,1,Unchanged
ACOATE1813m,0,1,1,Unchanged
ACOATE1813p,0,1,1,Unchanged
ACOATE181m,0,1,1,Unchanged
ACOATE181p,0,1,1,Unchanged
ACOATE1821m,0,1,1,Unchanged
ACOATE1822m,0,1,1,Unchanged
ACOATE1822p,0,1,1,Unchanged
ACOATE1831,0,1,1,Unchanged
ACOATE1831m,0,1,1,Unchanged
ACOATE1831p,0,1,1,Unchanged
ACOATE1832,0,1,1,Unchanged
ACOATE1832m,0,1,1,Unchanged
ACOATE1832p,0,1,1,Unchanged
ACOATE184,0,1,1,Unchanged
ACOATE184m,0,1,1,Unchanged
ACOATE184p,0,1,1,Unchanged
ACOATE191p,-1.856232559,0.657253813,1,Unchanged
ACOATE200,-0.001352449,0.605896755,1,Unchanged
ACOATE200m,0,1,1,Unchanged
ACOATE200p,0,1,1,Unchanged
ACOATE203,0,1,1,Unchanged
ACOATE2031,-0.001608504,0.796430303,1,Unchanged
ACOATE2031m,0,1,1,Unchanged
ACOATE2031p,0,1,1,Unchanged
ACOATE204,0.001463714,0.017628931,0.441407884,Unchanged
ACOATE2042m,0,1,1,Unchanged
ACOATE2042p,0,1,1,Unchanged
ACOATE204m,0,1,1,Unchanged
ACOATE204p,0,1,1,Unchanged
ACOATE205m,0,1,1,Unchanged
ACOATE205p,0,1,1,Unchanged
ACOATE220,0,1,1,Unchanged
ACOATE220m,0,1,1,Unchanged
ACOATE220p,0,1,1,Unchanged
ACOATE221,-3.237798943,0.204365872,1,Unchanged
ACOATE221m,0,1,1,Unchanged
ACOATE223,0,1,1,Unchanged
ACOATE224,-0.000609988,0.796430303,1,Unchanged
ACOATE224m,0,1,1,Unchanged
ACOATE224p,0,1,1,Unchanged
ACOATE2251m,0,1,1,Unchanged
ACOATE2251p,0,1,1,Unchanged
ACOATE2252m,0,1,1,Unchanged
ACOATE2252p,0,1,1,Unchanged
ACOATE226m,0,1,1,Unchanged
ACOATE226p,0,1,1,Unchanged
ACOATE240,4.33102115,0.991766945,1,Unchanged
ACOATE240m,0,1,1,Unchanged
ACOATE240p,0,1,1,Unchanged
